component_id,lot_id,value_0h,value_24h,value_96h,value_168h,temperature,ground_truth_status
C00764,LOT_10,13.61,14.31,14.64,16.58,125.0,NORMAL
C00765,LOT_08,13.67,13.72,16.15,18.48,125.0,NORMAL
C00766,LOT_04,9.12,9.34,10.36,10.31,105.0,NORMAL
C00767,LOT_07,9.53,9.77,10.62,10.55,125.0,NORMAL
C00768,LOT_04,9.1,9.54,10.75,13.13,85.0,NORMAL
C00769,LOT_08,16.02,16.37,18.67,20.48,150.0,NORMAL
C00770,LOT_05,9.12,9.29,10.8,12.14,125.0,NORMAL
C00771,LOT_02,15.21,15.28,16.54,16.27,150.0,NORMAL
C00772,LOT_10,14.27,14.69,15.19,16.22,150.0,NORMAL
C00773,LOT_06,9.64,10.05,19.83,42.95,125.0,DRIFTING
C00774,LOT_04,11.1,11.79,12.16,13.41,105.0,NORMAL
C00775,LOT_01,10.43,10.51,12.08,12.5,125.0,NORMAL
C00776,LOT_03,13.46,15.1,23.44,50.29,125.0,DRIFTING
C00777,LOT_02,12.98,13.97,15.01,15.62,105.0,NORMAL
C00778,LOT_02,14.17,14.79,15.33,16.77,125.0,NORMAL
C00779,LOT_03,11.35,11.18,13.81,13.67,125.0,NORMAL
C00780,LOT_09,11.75,12.2,13.32,13.36,150.0,NORMAL
C00781,LOT_03,11.46,11.39,11.96,13.43,125.0,NORMAL
C00782,LOT_06,8.61,9.11,10.2,10.76,125.0,NORMAL
C00783,LOT_06,9.49,10.85,20.9,47.76,105.0,DRIFTING
C00784,LOT_02,14.93,15.3,17.68,17.85,125.0,NORMAL
C00785,LOT_08,11.81,12.26,13.04,15.86,85.0,NORMAL
C00786,LOT_05,4.97,5.6,6.48,6.86,85.0,ANOMALOUS
C00787,LOT_05,10.3,20.33,69.65,141.18,125.0,HIGH_RISK
C00788,LOT_10,12.19,11.98,13.56,14.82,125.0,NORMAL
C00789,LOT_06,10.18,10.81,11.77,13.59,125.0,NORMAL
C00790,LOT_02,12.19,19.47,49.9,93.02,105.0,HIGH_RISK
C00791,LOT_01,8.38,10.09,13.94,16.08,125.0,ANOMALOUS
C00792,LOT_01,11.59,12.53,13.69,15.64,125.0,NORMAL
C00793,LOT_09,12.3,13.48,13.84,15.37,125.0,NORMAL
C00794,LOT_09,11.07,11.18,11.51,11.94,125.0,NORMAL
C00795,LOT_04,12.01,12.71,14.23,15.9,125.0,NORMAL
C00796,LOT_09,11.14,11.51,11.84,11.25,125.0,NORMAL
C00797,LOT_07,8.26,9.52,18.34,47.54,125.0,DRIFTING
C00798,LOT_01,10.21,11.89,19.53,47.4,125.0,DRIFTING
C00799,LOT_08,13.25,13.24,15.75,16.42,105.0,NORMAL
C00800,LOT_02,15.8,16.47,17.51,19.13,150.0,NORMAL
C00801,LOT_02,16.38,16.59,19.35,20.94,150.0,NORMAL
C00802,LOT_07,7.48,8.23,8.82,9.04,105.0,NORMAL
C00803,LOT_10,11.1,12.06,11.7,12.94,105.0,NORMAL
C00804,LOT_10,13.07,12.91,13.05,14.23,105.0,NORMAL
C00805,LOT_01,11.23,11.39,13.84,13.72,125.0,NORMAL
C00806,LOT_08,14.06,14.69,16.06,18.03,125.0,NORMAL
C00807,LOT_10,11.81,13.11,20.35,48.37,125.0,DRIFTING
C00808,LOT_05,10.29,10.54,13.28,16.18,150.0,NORMAL
C00809,LOT_08,13.54,18.85,47.58,89.31,125.0,HIGH_RISK
C00810,LOT_02,11.95,12.5,13.9,15.11,105.0,NORMAL
C00811,LOT_09,14.44,15.19,15.76,17.32,150.0,NORMAL
C00812,LOT_09,11.93,11.98,13.72,15.53,125.0,NORMAL
C00813,LOT_05,9.14,9.94,11.11,10.7,125.0,NORMAL
C00814,LOT_02,8.32,9.86,18.35,47.76,85.0,DRIFTING
C00815,LOT_10,11.47,12.3,13.72,14.81,105.0,NORMAL
C00816,LOT_08,13.65,13.82,14.01,15.15,125.0,NORMAL
C00817,LOT_02,16.39,17.42,17.38,19.29,125.0,NORMAL
C00818,LOT_07,8.25,8.08,9.76,11.15,125.0,NORMAL
C00819,LOT_07,7.95,7.85,9.25,11.4,125.0,NORMAL
C00820,LOT_09,12.57,12.9,13.32,13.66,125.0,NORMAL
C00821,LOT_10,14.85,22.92,44.55,70.7,125.0,HIGH_RISK
C00822,LOT_09,12.78,12.72,13.86,15.35,125.0,NORMAL
C00823,LOT_05,7.72,8.48,10.06,12.5,85.0,NORMAL
C00824,LOT_10,12.75,13.26,16.13,17.46,125.0,NORMAL
C00825,LOT_06,9.94,10.08,9.68,10.63,125.0,NORMAL
C00826,LOT_04,10.26,10.46,10.53,12.28,105.0,NORMAL
C00827,LOT_01,10.42,10.67,10.53,11.5,125.0,NORMAL
C00828,LOT_01,15.23,15.73,18.34,21.75,150.0,ANOMALOUS
C00829,LOT_10,13.17,13.74,14.86,18.01,125.0,NORMAL
C00830,LOT_01,11.07,11.19,12.16,13.72,125.0,NORMAL
C00831,LOT_10,12.49,13.15,15.4,17.26,125.0,NORMAL
C00832,LOT_01,10.91,11.71,21.36,47.92,125.0,DRIFTING
C00833,LOT_06,8.37,8.23,8.28,10.31,105.0,NORMAL
C00834,LOT_10,17.02,17.73,20.32,22.21,125.0,ANOMALOUS
C00835,LOT_03,15.71,16.2,18.11,19.52,125.0,NORMAL
C00836,LOT_05,7.82,8.64,11.01,14.13,105.0,NORMAL
C00837,LOT_05,6.85,7.08,8.28,8.56,105.0,NORMAL
C00838,LOT_10,12.45,12.2,14.72,15.25,125.0,NORMAL
C00839,LOT_06,10.0,21.93,47.24,80.37,105.0,HIGH_RISK
C00840,LOT_01,11.3,11.2,12.15,11.6,125.0,NORMAL
C00841,LOT_05,7.44,7.91,8.62,9.04,85.0,NORMAL
C00842,LOT_07,8.73,9.94,10.13,11.51,125.0,NORMAL
C00843,LOT_07,8.99,9.23,9.7,12.16,125.0,NORMAL
C00844,LOT_01,8.75,8.81,9.72,9.51,85.0,NORMAL
C00845,LOT_04,11.5,11.94,13.06,12.91,125.0,NORMAL
C00846,LOT_01,10.23,10.15,10.7,11.75,125.0,NORMAL
C00847,LOT_02,15.37,16.18,16.06,17.51,125.0,NORMAL
C00848,LOT_05,9.07,9.86,9.74,10.44,125.0,NORMAL
C00849,LOT_01,11.18,11.85,13.92,16.13,125.0,NORMAL
C00850,LOT_01,10.64,11.33,13.12,13.13,125.0,NORMAL
C00851,LOT_10,12.65,13.26,15.11,16.25,125.0,NORMAL
C00852,LOT_08,15.68,16.07,17.52,16.88,150.0,NORMAL
C00853,LOT_02,14.66,15.36,17.51,17.7,105.0,NORMAL
C00854,LOT_05,8.58,8.97,10.55,10.03,105.0,NORMAL
C00855,LOT_01,9.82,10.4,11.09,13.79,105.0,NORMAL
C00856,LOT_10,11.55,12.78,23.28,50.42,105.0,DRIFTING
C00857,LOT_03,12.8,13.43,14.49,14.52,125.0,NORMAL
C00858,LOT_06,9.76,11.32,18.22,45.26,125.0,DRIFTING
C00859,LOT_09,13.63,14.18,15.63,18.34,125.0,NORMAL
C00860,LOT_04,12.1,12.8,15.28,15.31,125.0,NORMAL
C00861,LOT_09,12.13,12.73,13.99,16.29,105.0,NORMAL
C00862,LOT_01,10.03,10.17,10.95,12.2,105.0,NORMAL
C00863,LOT_04,12.4,12.59,14.71,16.58,125.0,NORMAL
C00864,LOT_03,13.25,13.46,16.15,16.53,125.0,NORMAL
C00865,LOT_01,8.71,9.59,10.83,13.67,85.0,NORMAL
C00866,LOT_05,9.25,21.85,78.21,160.94,125.0,HIGH_RISK
C00867,LOT_05,7.3,16.78,61.87,125.07,105.0,HIGH_RISK
C00868,LOT_09,11.2,11.39,11.99,14.53,105.0,NORMAL
C00869,LOT_09,12.14,24.03,73.52,146.74,125.0,HIGH_RISK
C00870,LOT_02,14.59,14.79,15.05,16.53,125.0,NORMAL
C00871,LOT_06,8.67,8.84,10.98,12.57,125.0,NORMAL
C00872,LOT_04,11.1,11.6,13.08,15.57,105.0,NORMAL
C00873,LOT_09,12.92,13.44,14.07,15.87,125.0,NORMAL
C00874,LOT_08,15.64,16.48,18.46,21.04,125.0,NORMAL
C00875,LOT_03,10.76,10.98,12.38,12.87,125.0,NORMAL
C00876,LOT_10,13.12,13.61,14.51,14.4,125.0,NORMAL
C00877,LOT_04,12.13,12.9,14.34,16.3,105.0,NORMAL
C00878,LOT_09,9.53,9.23,10.12,11.22,85.0,NORMAL
C00879,LOT_03,18.15,19.44,20.97,24.61,125.0,ANOMALOUS
C00880,LOT_06,8.08,8.76,10.14,11.91,105.0,NORMAL
C00881,LOT_05,8.32,9.86,18.9,51.5,105.0,DRIFTING
C00882,LOT_06,8.04,8.46,8.54,9.84,105.0,NORMAL
C00883,LOT_09,12.92,13.65,15.8,16.8,150.0,NORMAL
C00884,LOT_06,6.91,7.24,8.2,7.17,105.0,NORMAL
C00885,LOT_08,13.73,13.79,14.1,15.77,105.0,NORMAL
C00886,LOT_05,9.9,10.72,10.46,11.12,125.0,NORMAL
C00887,LOT_08,13.17,13.49,13.59,15.02,125.0,NORMAL
C00888,LOT_07,7.12,7.52,7.85,9.87,85.0,NORMAL
C00889,LOT_02,15.94,16.83,18.09,19.72,125.0,NORMAL
C00890,LOT_09,12.62,13.44,13.58,13.91,125.0,NORMAL
C00891,LOT_09,13.36,13.92,13.93,15.27,125.0,NORMAL
C00892,LOT_02,13.7,14.3,15.24,15.79,105.0,NORMAL
C00893,LOT_02,11.87,12.32,14.42,14.18,125.0,NORMAL
C00894,LOT_10,16.07,26.16,50.15,94.57,125.0,HIGH_RISK
C00895,LOT_07,11.53,23.96,77.25,151.28,150.0,HIGH_RISK
C00896,LOT_04,12.21,12.4,14.92,15.39,125.0,NORMAL
C00897,LOT_02,14.67,14.91,16.85,16.86,125.0,NORMAL
C00898,LOT_07,8.83,9.19,10.33,11.48,125.0,NORMAL
C00899,LOT_01,11.68,12.48,13.23,15.27,150.0,NORMAL
C00900,LOT_03,14.95,15.5,17.59,17.37,125.0,NORMAL
C00901,LOT_06,8.68,9.44,11.38,13.95,125.0,NORMAL
C00902,LOT_08,11.0,11.47,14.85,16.62,85.0,NORMAL
C00903,LOT_09,11.28,11.54,13.43,15.39,105.0,NORMAL
C00904,LOT_04,11.62,12.44,14.32,16.95,105.0,NORMAL
C00905,LOT_08,12.28,12.6,13.39,13.96,105.0,NORMAL
C00906,LOT_10,10.9,10.5,11.84,11.38,105.0,NORMAL
C00907,LOT_05,7.99,8.14,10.22,13.14,105.0,NORMAL
C00908,LOT_06,9.48,10.04,11.69,12.93,125.0,NORMAL
C00909,LOT_03,12.96,13.48,13.73,14.75,105.0,NORMAL
C00910,LOT_08,11.47,12.23,20.87,47.35,85.0,DRIFTING
C00911,LOT_04,10.87,11.83,13.32,14.23,105.0,NORMAL
C00912,LOT_10,10.84,12.08,13.41,15.18,105.0,NORMAL
C00913,LOT_02,13.58,15.67,24.62,54.04,125.0,DRIFTING
C00914,LOT_01,9.36,10.08,10.01,10.5,105.0,NORMAL
C00915,LOT_01,9.9,10.88,12.36,13.64,125.0,NORMAL
C00916,LOT_05,8.64,8.95,9.33,12.69,150.0,NORMAL
C00917,LOT_02,12.86,13.03,14.8,17.24,125.0,NORMAL
C00918,LOT_10,12.67,12.71,13.96,14.84,125.0,NORMAL
C00919,LOT_01,10.23,11.24,20.39,45.88,125.0,DRIFTING
C00920,LOT_10,14.58,26.72,83.31,168.82,125.0,HIGH_RISK
C00921,LOT_10,11.12,11.82,13.48,15.0,105.0,NORMAL
C00922,LOT_04,10.54,10.82,12.73,12.6,105.0,NORMAL
C00923,LOT_07,9.0,9.27,10.9,12.61,125.0,NORMAL
C00924,LOT_06,7.3,7.75,8.65,8.87,85.0,NORMAL
C00925,LOT_03,9.82,10.23,10.74,12.81,85.0,NORMAL
C00926,LOT_03,13.12,14.32,15.87,17.06,125.0,NORMAL
C00927,LOT_05,9.26,9.47,10.72,11.33,125.0,NORMAL
C00928,LOT_10,11.86,12.39,12.69,13.28,125.0,NORMAL
C00929,LOT_10,13.28,13.24,13.71,13.77,125.0,NORMAL
C00930,LOT_08,13.35,13.62,14.62,14.89,125.0,NORMAL
C00931,LOT_10,12.28,12.36,12.15,14.55,125.0,NORMAL
C00932,LOT_04,10.65,10.78,12.1,12.09,105.0,NORMAL
C00933,LOT_06,9.28,9.01,10.47,10.81,125.0,NORMAL
C00934,LOT_05,8.39,10.19,18.17,47.0,125.0,DRIFTING
C00935,LOT_05,9.02,9.47,11.71,13.8,125.0,NORMAL
C00936,LOT_10,12.63,13.52,16.1,17.93,125.0,NORMAL
C00937,LOT_08,14.98,14.96,17.59,18.3,125.0,NORMAL
C00938,LOT_04,12.29,12.52,14.06,16.51,125.0,NORMAL
C00939,LOT_01,10.43,11.14,12.22,14.56,125.0,NORMAL
C00940,LOT_10,11.33,23.05,79.76,161.49,125.0,HIGH_RISK
C00941,LOT_10,12.41,13.21,14.33,15.89,125.0,NORMAL
C00942,LOT_03,13.19,14.77,23.95,53.22,125.0,DRIFTING
C00943,LOT_09,11.18,12.8,22.08,49.12,125.0,DRIFTING
C00944,LOT_05,10.23,10.65,12.04,14.61,125.0,NORMAL
C00945,LOT_02,13.93,14.12,15.28,17.51,125.0,NORMAL
C00946,LOT_07,7.06,20.03,80.16,165.91,85.0,HIGH_RISK
C00947,LOT_06,10.58,23.82,88.2,184.75,125.0,HIGH_RISK
C00948,LOT_06,9.26,9.92,11.46,13.67,125.0,NORMAL
C00949,LOT_04,10.82,11.82,12.0,11.63,125.0,NORMAL
C00950,LOT_07,8.8,9.14,11.3,12.03,125.0,NORMAL
C00951,LOT_09,8.74,10.17,13.72,17.37,125.0,ANOMALOUS
C00952,LOT_08,15.75,16.11,17.08,18.65,125.0,NORMAL
C00953,LOT_06,7.03,7.18,7.67,9.25,85.0,NORMAL
C00954,LOT_04,12.09,12.1,13.66,15.2,125.0,NORMAL
C00955,LOT_10,10.07,10.15,11.1,12.48,85.0,NORMAL
C00956,LOT_08,11.45,11.65,12.41,14.68,105.0,NORMAL
C00957,LOT_05,7.93,7.75,9.32,9.3,85.0,NORMAL
C00958,LOT_08,13.1,13.84,15.97,18.11,125.0,NORMAL
C00959,LOT_08,13.66,14.89,16.22,18.32,125.0,NORMAL
C00960,LOT_03,8.84,8.75,9.88,11.13,85.0,NORMAL
C00961,LOT_10,13.51,14.53,20.59,49.27,125.0,DRIFTING
C00962,LOT_04,11.52,11.23,12.26,13.08,125.0,NORMAL
C00963,LOT_08,18.13,19.16,22.85,26.48,125.0,ANOMALOUS
C00964,LOT_07,8.1,10.37,21.1,50.57,85.0,DRIFTING
C00965,LOT_06,7.14,7.51,8.72,9.42,85.0,NORMAL
C00966,LOT_10,10.05,9.55,10.65,11.69,85.0,NORMAL
C00967,LOT_07,7.27,7.66,9.15,10.72,105.0,NORMAL
C00968,LOT_08,14.16,14.11,15.87,17.19,150.0,NORMAL
C00969,LOT_04,14.55,14.9,15.47,16.66,150.0,NORMAL
C00970,LOT_04,11.21,11.63,19.19,48.93,125.0,DRIFTING
C00971,LOT_10,14.07,14.83,16.94,18.62,125.0,NORMAL
C00972,LOT_07,6.08,6.58,8.21,10.76,85.0,NORMAL
C00973,LOT_02,15.7,28.31,47.72,78.12,105.0,HIGH_RISK
C00974,LOT_02,12.9,19.79,52.78,105.18,125.0,HIGH_RISK
C00975,LOT_05,9.43,9.83,11.0,10.01,125.0,NORMAL
C00976,LOT_10,11.61,12.21,14.59,15.43,125.0,NORMAL
C00977,LOT_08,14.28,23.67,66.1,128.9,125.0,HIGH_RISK
C00978,LOT_03,11.34,12.57,22.22,50.26,125.0,DRIFTING
C00979,LOT_10,9.9,10.53,11.06,12.32,105.0,NORMAL
C00980,LOT_10,14.06,14.43,14.35,14.61,125.0,NORMAL
C00981,LOT_07,6.99,7.2,9.03,9.89,125.0,NORMAL
C00982,LOT_04,9.23,9.29,11.08,13.77,105.0,NORMAL
C00983,LOT_08,15.19,15.39,16.1,18.83,150.0,NORMAL
C00984,LOT_03,11.35,11.65,13.09,12.46,85.0,NORMAL
C00985,LOT_01,10.86,11.15,12.04,12.82,125.0,NORMAL
C00986,LOT_08,12.73,12.69,12.75,15.68,125.0,NORMAL
C00987,LOT_06,7.28,7.71,9.82,10.34,105.0,NORMAL
C00988,LOT_02,14.22,15.05,16.94,18.87,125.0,NORMAL
C00989,LOT_04,12.0,12.55,12.86,13.3,125.0,NORMAL
C00990,LOT_04,11.97,12.45,13.26,14.89,105.0,NORMAL
C00991,LOT_09,13.74,13.97,14.01,13.89,150.0,NORMAL
C00992,LOT_02,17.31,17.76,20.07,20.87,125.0,NORMAL
C00993,LOT_05,8.41,8.67,10.6,13.75,105.0,NORMAL
C00994,LOT_06,8.62,9.43,10.74,12.58,125.0,NORMAL
C00995,LOT_01,8.3,8.58,10.07,12.7,85.0,NORMAL
C00996,LOT_10,11.89,12.8,13.96,15.33,105.0,NORMAL
C00997,LOT_03,12.47,12.64,13.2,13.98,125.0,NORMAL
C00998,LOT_06,9.03,9.35,10.07,10.37,125.0,NORMAL
C00999,LOT_03,13.05,13.73,14.04,13.86,125.0,NORMAL
C01000,LOT_09,9.23,9.81,10.04,11.83,85.0,NORMAL
C01001,LOT_04,11.28,11.55,13.02,15.25,125.0,NORMAL
C01002,LOT_06,8.18,8.54,9.37,8.5,125.0,NORMAL
C01003,LOT_08,14.64,14.97,16.79,18.05,150.0,NORMAL
C01004,LOT_02,16.69,16.71,19.03,17.87,150.0,NORMAL
C01005,LOT_05,7.27,8.16,9.25,10.94,85.0,NORMAL
C01006,LOT_05,9.78,10.48,11.7,13.62,125.0,NORMAL
C01007,LOT_05,9.59,9.92,10.22,11.14,150.0,NORMAL
C01008,LOT_10,10.9,10.91,12.22,12.72,85.0,NORMAL
C01009,LOT_08,13.68,14.12,13.6,15.61,125.0,NORMAL
C01010,LOT_04,12.02,12.92,14.73,15.7,125.0,NORMAL
C01011,LOT_02,13.23,14.28,15.97,17.77,105.0,NORMAL
C01012,LOT_09,11.82,12.28,13.85,14.72,105.0,NORMAL
C01013,LOT_06,8.75,8.85,9.87,9.68,125.0,NORMAL
C01014,LOT_09,16.09,15.96,17.02,19.52,125.0,ANOMALOUS
C01015,LOT_07,5.91,6.07,8.1,10.2,85.0,NORMAL
C01016,LOT_07,9.53,10.6,12.63,14.8,125.0,NORMAL
C01017,LOT_09,10.76,11.13,12.23,10.48,125.0,NORMAL
C01018,LOT_04,11.2,11.56,13.38,16.3,125.0,NORMAL
C01019,LOT_03,12.5,13.87,21.48,46.29,150.0,DRIFTING
C01020,LOT_05,9.92,22.99,44.54,85.29,105.0,HIGH_RISK
C01021,LOT_01,11.07,11.38,11.71,12.54,125.0,NORMAL
C01022,LOT_03,11.33,11.52,11.84,12.92,85.0,NORMAL
C01023,LOT_07,8.09,9.16,10.69,11.97,125.0,NORMAL
C01024,LOT_07,8.15,8.44,10.13,10.12,125.0,NORMAL
C01025,LOT_01,10.79,11.43,13.09,14.49,125.0,NORMAL
C01026,LOT_09,8.54,9.01,10.7,11.92,85.0,NORMAL
C01027,LOT_02,20.26,30.3,50.67,99.21,125.0,HIGH_RISK
C01028,LOT_07,7.18,8.01,8.05,9.97,105.0,NORMAL
C01029,LOT_09,11.3,11.82,13.62,15.46,125.0,NORMAL
C01030,LOT_07,3.93,4.97,6.31,8.17,85.0,ANOMALOUS
C01031,LOT_06,9.92,10.18,11.81,14.66,150.0,NORMAL
C01032,LOT_05,9.01,9.14,10.0,11.18,125.0,NORMAL
C01033,LOT_03,12.24,12.49,12.16,15.19,105.0,NORMAL
C01034,LOT_07,6.81,6.7,9.44,10.78,105.0,NORMAL
C01035,LOT_02,17.68,18.51,21.08,22.49,125.0,NORMAL
C01036,LOT_01,9.64,10.33,11.0,14.05,105.0,NORMAL
C01037,LOT_02,15.6,17.0,18.75,19.6,125.0,NORMAL
C01038,LOT_09,11.15,13.05,21.7,51.95,85.0,DRIFTING
C01039,LOT_10,12.44,12.42,13.57,14.16,105.0,NORMAL
C01040,LOT_01,12.25,13.81,23.35,51.73,150.0,DRIFTING
C01041,LOT_05,6.76,7.56,9.85,10.69,85.0,NORMAL
C01042,LOT_03,13.31,13.86,14.58,15.31,125.0,NORMAL
C01043,LOT_05,11.43,25.26,47.3,86.17,125.0,HIGH_RISK
C01044,LOT_10,13.15,14.86,25.86,56.73,125.0,DRIFTING
C01045,LOT_07,5.72,13.25,46.81,95.69,105.0,HIGH_RISK
C01046,LOT_03,12.69,21.42,61.75,119.73,125.0,HIGH_RISK
C01047,LOT_08,11.67,12.18,12.75,14.64,125.0,NORMAL
C01048,LOT_06,8.56,8.93,8.95,9.91,125.0,NORMAL
C01049,LOT_04,10.27,11.19,12.96,14.77,105.0,NORMAL
C01050,LOT_05,7.81,8.01,9.4,11.71,105.0,NORMAL
C01051,LOT_07,7.05,7.65,8.36,8.49,105.0,NORMAL
C01052,LOT_06,7.03,7.04,8.3,9.09,105.0,NORMAL
C01053,LOT_05,10.75,11.0,12.39,15.39,150.0,NORMAL
C01054,LOT_04,9.8,10.03,10.73,11.51,85.0,NORMAL
C01055,LOT_04,12.24,12.23,15.22,16.36,125.0,NORMAL
C01056,LOT_06,10.02,19.95,65.68,134.54,150.0,HIGH_RISK
C01057,LOT_05,8.82,9.18,9.83,10.43,105.0,NORMAL
C01058,LOT_01,11.38,11.55,13.75,15.1,125.0,NORMAL
C01059,LOT_02,15.93,16.7,18.0,19.51,150.0,NORMAL
C01060,LOT_01,9.95,10.3,12.94,13.14,125.0,NORMAL
C01061,LOT_09,12.77,12.99,14.88,16.17,125.0,NORMAL
C01062,LOT_03,11.51,11.77,12.45,13.0,105.0,NORMAL
C01063,LOT_06,9.97,10.36,11.15,11.95,125.0,NORMAL
C01064,LOT_03,13.96,14.79,24.87,52.3,125.0,DRIFTING
C01065,LOT_08,14.9,14.95,16.17,17.95,125.0,NORMAL
C01066,LOT_01,11.23,19.56,47.75,93.07,105.0,HIGH_RISK
C01067,LOT_10,14.14,14.46,16.15,16.43,125.0,NORMAL
C01068,LOT_06,9.69,9.49,10.74,9.37,125.0,NORMAL
C01069,LOT_10,10.71,11.04,11.6,12.97,85.0,NORMAL
C01070,LOT_04,11.82,12.27,13.07,14.77,125.0,NORMAL
C01071,LOT_07,7.91,8.55,9.72,10.68,150.0,NORMAL
C01072,LOT_10,10.96,12.04,13.05,16.9,85.0,NORMAL
C01073,LOT_06,8.6,8.84,10.09,11.94,105.0,NORMAL
C01074,LOT_02,17.65,17.74,19.39,20.61,125.0,NORMAL
C01075,LOT_10,12.72,24.94,75.89,154.31,125.0,HIGH_RISK
C01076,LOT_09,12.16,12.3,13.77,13.75,125.0,NORMAL
C01077,LOT_01,9.73,22.3,79.8,164.09,105.0,HIGH_RISK
C01078,LOT_10,9.97,10.19,9.29,10.28,85.0,NORMAL
C01079,LOT_05,8.76,9.72,19.72,47.47,105.0,DRIFTING
C01080,LOT_08,13.25,13.65,15.4,15.82,125.0,NORMAL
C01081,LOT_02,11.63,12.06,11.99,12.24,85.0,NORMAL
C01082,LOT_02,13.52,14.02,14.85,15.34,125.0,NORMAL
C01083,LOT_02,6.71,7.17,7.91,8.94,150.0,ANOMALOUS
C01084,LOT_01,9.97,10.41,11.07,10.78,125.0,NORMAL
C01085,LOT_02,10.2,10.15,12.81,14.11,85.0,NORMAL
C01086,LOT_02,6.47,7.39,7.87,9.7,125.0,ANOMALOUS
C01087,LOT_08,14.38,15.25,16.34,16.62,125.0,NORMAL
C01088,LOT_01,9.51,9.2,9.55,11.24,105.0,NORMAL
C01089,LOT_10,15.13,15.77,16.39,18.12,105.0,ANOMALOUS
C01090,LOT_06,8.64,9.48,10.13,11.14,125.0,NORMAL
C01091,LOT_07,7.43,7.57,9.46,10.41,125.0,NORMAL
C01092,LOT_02,11.76,12.15,12.79,13.04,85.0,NORMAL
C01093,LOT_01,10.19,10.71,12.06,14.5,125.0,NORMAL
C01094,LOT_03,11.03,11.19,12.39,14.11,125.0,NORMAL
C01095,LOT_05,8.93,9.66,11.43,13.66,125.0,NORMAL
C01096,LOT_08,9.59,9.79,11.14,10.22,85.0,NORMAL
C01097,LOT_08,16.98,28.56,57.87,94.84,125.0,HIGH_RISK
C01098,LOT_05,8.72,9.18,10.6,13.11,150.0,NORMAL
C01099,LOT_08,14.99,15.35,15.1,15.86,125.0,NORMAL
C01100,LOT_03,15.09,15.63,16.58,17.61,125.0,NORMAL
C01101,LOT_02,13.53,13.68,14.46,13.61,125.0,NORMAL
C01102,LOT_01,11.64,22.71,43.61,89.77,125.0,HIGH_RISK
C01103,LOT_05,7.56,16.96,58.51,119.46,105.0,HIGH_RISK
C01104,LOT_04,11.46,12.23,18.27,45.6,125.0,DRIFTING
C01105,LOT_02,11.72,12.05,13.45,14.12,105.0,NORMAL
C01106,LOT_10,12.56,12.96,13.39,15.34,125.0,NORMAL
C01107,LOT_05,9.8,9.5,9.73,11.3,125.0,NORMAL
C01108,LOT_10,13.42,14.11,15.25,18.67,125.0,NORMAL
C01109,LOT_10,12.24,12.71,15.27,16.31,125.0,NORMAL
C01110,LOT_09,10.71,11.29,11.63,13.67,85.0,NORMAL
C01111,LOT_08,13.76,13.98,17.24,16.49,125.0,NORMAL
C01112,LOT_07,6.67,6.66,7.42,7.24,85.0,NORMAL
C01113,LOT_05,7.97,8.25,10.44,10.29,105.0,NORMAL
C01114,LOT_01,11.73,12.15,14.05,16.16,150.0,NORMAL
C01115,LOT_09,12.89,15.35,24.32,54.56,125.0,DRIFTING
C01116,LOT_02,13.26,13.78,14.09,16.16,105.0,NORMAL
C01117,LOT_04,12.14,13.19,14.06,18.12,125.0,NORMAL
C01118,LOT_01,11.05,11.38,14.0,14.58,125.0,NORMAL
C01119,LOT_01,11.51,12.2,12.96,15.73,125.0,NORMAL
C01120,LOT_07,8.11,9.86,18.58,48.09,105.0,DRIFTING
C01121,LOT_08,14.7,15.43,15.58,15.06,125.0,NORMAL
C01122,LOT_10,13.95,14.49,15.35,18.15,125.0,NORMAL
C01123,LOT_04,10.57,11.1,13.74,16.1,105.0,NORMAL
C01124,LOT_04,11.57,11.87,12.12,12.43,105.0,NORMAL
C01125,LOT_03,19.09,19.84,24.39,25.27,125.0,ANOMALOUS
C01126,LOT_05,7.0,7.63,8.27,11.46,85.0,NORMAL
C01127,LOT_04,12.95,13.19,13.48,15.29,125.0,NORMAL
C01128,LOT_01,9.73,10.04,12.12,14.05,105.0,NORMAL
C01129,LOT_09,13.01,13.16,14.16,16.37,125.0,NORMAL
C01130,LOT_07,7.77,8.06,11.02,10.74,125.0,NORMAL
C01131,LOT_05,11.13,11.67,13.06,15.07,125.0,NORMAL
C01132,LOT_05,8.16,8.9,9.38,9.94,125.0,NORMAL
C01133,LOT_06,9.04,8.75,9.95,12.04,125.0,NORMAL
C01134,LOT_01,10.56,23.84,86.14,175.99,125.0,HIGH_RISK
C01135,LOT_05,9.37,10.17,12.0,13.76,150.0,NORMAL
C01136,LOT_09,12.07,12.75,13.73,16.54,125.0,NORMAL
C01137,LOT_10,11.49,12.25,14.54,16.36,105.0,NORMAL
C01138,LOT_03,14.11,14.46,15.69,18.39,125.0,NORMAL
C01139,LOT_08,14.41,14.82,17.37,17.16,125.0,NORMAL
C01140,LOT_10,12.99,13.08,14.3,16.1,125.0,NORMAL
C01141,LOT_08,13.56,13.93,14.9,15.24,125.0,NORMAL
C01142,LOT_03,11.04,11.84,13.64,13.71,105.0,NORMAL
C01143,LOT_06,10.57,10.7,12.42,12.77,125.0,NORMAL
C01144,LOT_09,15.58,26.49,45.48,78.04,150.0,HIGH_RISK
C01145,LOT_04,12.87,23.23,48.78,79.34,105.0,HIGH_RISK
C01146,LOT_04,12.22,13.43,13.44,14.76,125.0,NORMAL
